t_unix,tag,index,utilization.gpu,memory.used,power.draw,temperature.gpu,clocks.sm,clocks.mem,pcie.link.gen.current,pcie.link.width.current
1784678872.893,real_q6xl_tensor_220w_mtp,0,100,11669,199.99,60,1875,9251,3,16
1784678872.893,real_q6xl_tensor_220w_mtp,1,100,11669,206.30,65,1785,9251,3,16
1784678872.893,real_q6xl_tensor_220w_mtp,2,100,11669,201.47,68,1830,9251,3,16
1784678872.893,real_q6xl_tensor_220w_mtp,3,100,11669,208.56,65,1800,9251,3,16
1784678873.485,real_q6xl_tensor_220w_mtp,0,4,11669,192.16,57,1935,9251,3,16
1784678873.485,real_q6xl_tensor_220w_mtp,1,4,11669,197.73,63,1920,9251,3,16
1784678873.485,real_q6xl_tensor_220w_mtp,2,5,11669,191.62,66,1920,9251,3,16
1784678873.485,real_q6xl_tensor_220w_mtp,3,4,11669,201.58,62,1935,9251,3,16
1784678874.061,real_q6xl_tensor_220w_mtp,0,4,11669,173.38,57,1935,9251,3,16
1784678874.061,real_q6xl_tensor_220w_mtp,1,4,11669,189.34,63,1920,9251,3,16
1784678874.061,real_q6xl_tensor_220w_mtp,2,5,11669,182.07,66,1920,9251,3,16
1784678874.061,real_q6xl_tensor_220w_mtp,3,4,11669,185.16,62,1935,9251,3,16
1784678874.631,real_q6xl_tensor_220w_mtp,0,71,11669,188.62,59,1815,9251,3,16
1784678874.631,real_q6xl_tensor_220w_mtp,1,4,11669,197.81,64,1695,9251,3,16
1784678874.631,real_q6xl_tensor_220w_mtp,2,80,11669,192.83,67,1830,9251,3,16
1784678874.631,real_q6xl_tensor_220w_mtp,3,76,11669,198.58,64,1710,9251,3,16
1784678875.228,real_q6xl_tensor_220w_mtp,0,80,11669,209.97,59,1800,9251,3,16
1784678875.228,real_q6xl_tensor_220w_mtp,1,80,11669,216.46,64,1725,9251,3,16
1784678875.228,real_q6xl_tensor_220w_mtp,2,79,11669,214.33,67,1710,9251,3,16
1784678875.228,real_q6xl_tensor_220w_mtp,3,79,11669,213.53,64,1695,9251,3,16
1784678875.847,real_q6xl_tensor_220w_mtp,0,79,11669,216.92,60,1830,9251,3,16
1784678875.847,real_q6xl_tensor_220w_mtp,1,80,11669,218.35,64,1740,9251,3,16
1784678875.847,real_q6xl_tensor_220w_mtp,2,80,11669,218.66,68,1785,9251,3,16
1784678875.847,real_q6xl_tensor_220w_mtp,3,80,11669,217.97,64,1770,9251,3,16
1784678876.418,real_q6xl_tensor_220w_mtp,0,79,11669,217.05,60,1800,9251,3,16
1784678876.418,real_q6xl_tensor_220w_mtp,1,80,11669,218.04,65,1740,9251,3,16
1784678876.418,real_q6xl_tensor_220w_mtp,2,80,11669,218.08,68,1755,9251,3,16
1784678876.418,real_q6xl_tensor_220w_mtp,3,80,11669,218.68,64,1770,9251,3,16
1784678877.013,real_q6xl_tensor_220w_mtp,0,48,11669,209.95,59,1920,9251,3,16
1784678877.013,real_q6xl_tensor_220w_mtp,1,80,11669,213.21,64,1875,9251,3,16
1784678877.013,real_q6xl_tensor_220w_mtp,2,58,11669,209.50,67,1845,9251,3,16
1784678877.013,real_q6xl_tensor_220w_mtp,3,35,11669,208.90,64,1905,9251,3,16
1784678877.585,real_q6xl_tensor_220w_mtp,0,48,11669,194.76,59,1890,9251,3,16
1784678877.585,real_q6xl_tensor_220w_mtp,1,76,11669,200.43,65,1770,9251,3,16
1784678877.585,real_q6xl_tensor_220w_mtp,2,58,11669,195.53,68,1890,9251,3,16
1784678877.585,real_q6xl_tensor_220w_mtp,3,35,11669,203.03,64,1815,9251,3,16
1784678878.161,real_q6xl_tensor_220w_mtp,0,100,11669,204.11,60,1875,9251,3,16
1784678878.161,real_q6xl_tensor_220w_mtp,1,76,11669,211.43,65,1800,9251,3,16
1784678878.161,real_q6xl_tensor_220w_mtp,2,100,11669,203.14,68,1830,9251,3,16
1784678878.161,real_q6xl_tensor_220w_mtp,3,100,11669,211.75,65,1815,9251,3,16
1784678878.739,real_q6xl_tensor_220w_mtp,0,100,11669,209.57,59,1935,9251,3,16
1784678878.739,real_q6xl_tensor_220w_mtp,1,90,11669,213.51,65,1920,9251,3,16
1784678878.739,real_q6xl_tensor_220w_mtp,2,100,11669,213.98,67,1905,9251,3,16
1784678878.739,real_q6xl_tensor_220w_mtp,3,75,11669,215.26,64,1935,9251,3,16
1784678879.335,real_q6xl_tensor_220w_mtp,0,100,11669,202.94,60,1875,9251,3,16
1784678879.335,real_q6xl_tensor_220w_mtp,1,90,11669,209.64,65,1785,9251,3,16
1784678879.335,real_q6xl_tensor_220w_mtp,2,100,11669,204.96,68,1830,9251,3,16
1784678879.335,real_q6xl_tensor_220w_mtp,3,100,11669,210.19,65,1800,9251,3,16
1784678879.954,real_q6xl_tensor_220w_mtp,0,100,11669,215.64,60,1905,9251,3,16
1784678879.954,real_q6xl_tensor_220w_mtp,1,100,11669,215.55,65,1845,9251,3,16
1784678879.954,real_q6xl_tensor_220w_mtp,2,100,11669,212.24,69,1845,9251,3,16
1784678879.954,real_q6xl_tensor_220w_mtp,3,100,11669,219.90,66,1875,9251,3,16
1784678880.525,real_q6xl_tensor_220w_mtp,0,100,11669,190.87,60,1860,9251,3,16
1784678880.525,real_q6xl_tensor_220w_mtp,1,100,11669,199.56,65,1785,9251,3,16
1784678880.525,real_q6xl_tensor_220w_mtp,2,100,11669,193.05,68,1830,9251,3,16
1784678880.525,real_q6xl_tensor_220w_mtp,3,100,11669,199.93,65,1815,9251,3,16
1784678881.118,real_q6xl_tensor_220w_mtp,0,100,11669,168.02,59,1890,9251,3,16
1784678881.118,real_q6xl_tensor_220w_mtp,1,41,11669,181.33,64,1755,9251,3,16
1784678881.118,real_q6xl_tensor_220w_mtp,2,100,11669,172.13,67,1890,9251,3,16
1784678881.118,real_q6xl_tensor_220w_mtp,3,100,11669,181.06,65,1785,9251,3,16
1784678881.707,real_q6xl_tensor_220w_mtp,0,80,11669,188.75,60,1785,9251,3,16
1784678881.707,real_q6xl_tensor_220w_mtp,1,79,11669,197.68,65,1695,9251,3,16
1784678881.707,real_q6xl_tensor_220w_mtp,2,80,11669,193.09,68,1755,9251,3,16
1784678881.707,real_q6xl_tensor_220w_mtp,3,79,11669,198.67,65,1770,9251,3,16
1784678882.301,real_q6xl_tensor_220w_mtp,0,80,11669,217.50,60,1755,9251,3,16
1784678882.301,real_q6xl_tensor_220w_mtp,1,79,11669,216.70,65,1650,9251,3,16
1784678882.301,real_q6xl_tensor_220w_mtp,2,80,11669,216.88,68,1740,9251,3,16
1784678882.301,real_q6xl_tensor_220w_mtp,3,79,11669,217.86,65,1650,9251,3,16
1784678882.873,real_q6xl_tensor_220w_mtp,0,83,11669,216.96,60,1710,9251,3,16
1784678882.873,real_q6xl_tensor_220w_mtp,1,79,11669,218.42,65,1620,9251,3,16
1784678882.873,real_q6xl_tensor_220w_mtp,2,79,11669,216.34,68,1695,9251,3,16
1784678882.873,real_q6xl_tensor_220w_mtp,3,82,11669,217.02,65,1635,9251,3,16
1784678883.446,real_q6xl_tensor_220w_mtp,0,83,11669,216.82,60,1800,9251,3,16
1784678883.446,real_q6xl_tensor_220w_mtp,1,80,11669,218.46,65,1725,9251,3,16
1784678883.446,real_q6xl_tensor_220w_mtp,2,79,11669,217.18,68,1755,9251,3,16
1784678883.446,real_q6xl_tensor_220w_mtp,3,82,11669,217.37,65,1740,9251,3,16
1784678884.074,real_q6xl_tensor_220w_mtp,0,1,11669,186.80,58,1860,9251,3,16
1784678884.074,real_q6xl_tensor_220w_mtp,1,20,11669,193.36,64,1800,9251,3,16
1784678884.074,real_q6xl_tensor_220w_mtp,2,51,11669,190.23,68,1815,9251,3,16
1784678884.074,real_q6xl_tensor_220w_mtp,3,1,11669,194.28,63,1815,9251,3,16
1784678884.666,real_q6xl_tensor_220w_mtp,0,1,11669,185.48,60,1860,9251,3,16
1784678884.666,real_q6xl_tensor_220w_mtp,1,100,11669,196.64,66,1770,9251,3,16
1784678884.666,real_q6xl_tensor_220w_mtp,2,51,11669,193.81,69,1830,9251,3,16
1784678884.666,real_q6xl_tensor_220w_mtp,3,1,11669,195.06,65,1815,9251,3,16
1784678885.268,real_q6xl_tensor_220w_mtp,0,80,11669,212.75,60,1875,9251,3,16
1784678885.268,real_q6xl_tensor_220w_mtp,1,89,11669,218.27,65,1770,9251,3,16
1784678885.268,real_q6xl_tensor_220w_mtp,2,100,11669,215.79,69,1830,9251,3,16
1784678885.268,real_q6xl_tensor_220w_mtp,3,78,11669,217.65,66,1815,9251,3,16
1784678885.867,real_q6xl_tensor_220w_mtp,0,80,11669,203.24,60,1860,9251,3,16
1784678885.867,real_q6xl_tensor_220w_mtp,1,100,11669,209.62,65,1785,9251,3,16
1784678885.867,real_q6xl_tensor_220w_mtp,2,100,11669,208.08,69,1830,9251,3,16
1784678885.867,real_q6xl_tensor_220w_mtp,3,78,11669,210.57,65,1815,9251,3,16
1784678886.445,real_q6xl_tensor_220w_mtp,0,100,11669,205.36,61,1905,9251,3,16
1784678886.445,real_q6xl_tensor_220w_mtp,1,100,11669,208.94,66,1845,9251,3,16
1784678886.445,real_q6xl_tensor_220w_mtp,2,100,11669,206.89,69,1875,9251,3,16
1784678886.445,real_q6xl_tensor_220w_mtp,3,100,11669,211.46,65,1845,9251,3,16
1784678887.043,real_q6xl_tensor_220w_mtp,0,100,11669,213.51,61,1860,9251,3,16
1784678887.043,real_q6xl_tensor_220w_mtp,1,100,11669,218.09,66,1785,9251,3,16
1784678887.043,real_q6xl_tensor_220w_mtp,2,100,11669,216.48,69,1830,9251,3,16
1784678887.043,real_q6xl_tensor_220w_mtp,3,100,11669,217.55,66,1815,9251,3,16
1784678887.640,real_q6xl_tensor_220w_mtp,0,100,11669,206.21,61,1860,9251,3,16
1784678887.640,real_q6xl_tensor_220w_mtp,1,100,11669,211.96,65,1770,9251,3,16
1784678887.640,real_q6xl_tensor_220w_mtp,2,100,11669,209.71,69,1830,9251,3,16
1784678887.640,real_q6xl_tensor_220w_mtp,3,100,11669,213.10,66,1815,9251,3,16
1784678888.216,real_q6xl_tensor_220w_mtp,0,100,11669,204.11,61,1860,9251,3,16
1784678888.216,real_q6xl_tensor_220w_mtp,1,79,11669,210.29,66,1785,9251,3,16
1784678888.216,real_q6xl_tensor_220w_mtp,2,90,11669,207.72,69,1830,9251,3,16
1784678888.216,real_q6xl_tensor_220w_mtp,3,90,11669,211.67,66,1785,9251,3,16
1784678888.793,real_q6xl_tensor_220w_mtp,0,100,11669,212.77,61,1860,9251,3,16
1784678888.793,real_q6xl_tensor_220w_mtp,1,79,11669,217.47,66,1785,9251,3,16
1784678888.793,real_q6xl_tensor_220w_mtp,2,100,11669,216.29,69,1830,9251,3,16
1784678888.793,real_q6xl_tensor_220w_mtp,3,100,11669,219.54,66,1815,9251,3,16
1784678889.386,real_q6xl_tensor_220w_mtp,0,100,11669,203.83,61,1920,9251,3,16
1784678889.386,real_q6xl_tensor_220w_mtp,1,100,11669,210.90,65,1770,9251,3,16
1784678889.386,real_q6xl_tensor_220w_mtp,2,100,11669,208.26,69,1890,9251,3,16
1784678889.386,real_q6xl_tensor_220w_mtp,3,100,11669,210.67,66,1800,9251,3,16
1784678890.006,real_q6xl_tensor_220w_mtp,0,100,11669,209.07,61,1860,9251,3,16
1784678890.006,real_q6xl_tensor_220w_mtp,1,100,11669,211.87,66,1770,9251,3,16
1784678890.006,real_q6xl_tensor_220w_mtp,2,100,11669,209.76,69,1815,9251,3,16
1784678890.006,real_q6xl_tensor_220w_mtp,3,100,11669,214.57,66,1800,9251,3,16
1784678890.608,real_q6xl_tensor_220w_mtp,0,100,11669,215.33,61,1935,9251,3,16
1784678890.608,real_q6xl_tensor_220w_mtp,1,63,11669,215.69,65,1920,9251,3,16
1784678890.608,real_q6xl_tensor_220w_mtp,2,100,11669,212.81,68,1905,9251,3,16
1784678890.608,real_q6xl_tensor_220w_mtp,3,100,11669,213.11,66,1935,9251,3,16
1784678891.178,real_q6xl_tensor_220w_mtp,0,75,11669,204.15,61,1860,9251,3,16
1784678891.178,real_q6xl_tensor_220w_mtp,1,63,11669,209.40,66,1770,9251,3,16
1784678891.178,real_q6xl_tensor_220w_mtp,2,98,11669,206.66,69,1815,9251,3,16
1784678891.178,real_q6xl_tensor_220w_mtp,3,100,11669,209.88,66,1800,9251,3,16
1784678891.780,real_q6xl_tensor_220w_mtp,0,89,11669,209.44,61,1845,9251,3,16
1784678891.780,real_q6xl_tensor_220w_mtp,1,100,11669,217.13,66,1770,9251,3,16
1784678891.780,real_q6xl_tensor_220w_mtp,2,98,11669,216.89,70,1815,9251,3,16
1784678891.780,real_q6xl_tensor_220w_mtp,3,100,11669,219.03,67,1800,9251,3,16
1784678892.378,real_q6xl_tensor_220w_mtp,0,30,11669,207.29,60,1935,9251,3,16
1784678892.378,real_q6xl_tensor_220w_mtp,1,100,11669,211.61,64,1920,9251,3,16
1784678892.378,real_q6xl_tensor_220w_mtp,2,35,11669,207.20,68,1890,9251,3,16
1784678892.378,real_q6xl_tensor_220w_mtp,3,26,11669,213.37,65,1935,9251,3,16
1784678892.965,real_q6xl_tensor_220w_mtp,0,30,11669,200.66,61,1860,9251,3,16
1784678892.965,real_q6xl_tensor_220w_mtp,1,100,11669,209.87,66,1770,9251,3,16
1784678892.965,real_q6xl_tensor_220w_mtp,2,35,11669,205.84,69,1815,9251,3,16
1784678892.965,real_q6xl_tensor_220w_mtp,3,26,11669,208.33,66,1800,9251,3,16
1784678893.557,real_q6xl_tensor_220w_mtp,0,100,11669,215.66,61,1845,9251,3,16
1784678893.557,real_q6xl_tensor_220w_mtp,1,100,11669,218.66,66,1785,9251,3,16
1784678893.557,real_q6xl_tensor_220w_mtp,2,94,11669,217.22,70,1815,9251,3,16
1784678893.557,real_q6xl_tensor_220w_mtp,3,100,11669,219.92,67,1800,9251,3,16
1784678894.150,real_q6xl_tensor_220w_mtp,0,77,11669,203.31,59,1860,9251,3,16
1784678894.150,real_q6xl_tensor_220w_mtp,1,33,11669,210.35,65,1770,9251,3,16
1784678894.150,real_q6xl_tensor_220w_mtp,2,40,11669,206.57,68,1815,9251,3,16
1784678894.150,real_q6xl_tensor_220w_mtp,3,43,11669,209.80,65,1785,9251,3,16
1784678894.756,real_q6xl_tensor_220w_mtp,0,100,11669,204.86,61,1845,9251,3,16
1784678894.756,real_q6xl_tensor_220w_mtp,1,89,11669,211.77,66,1770,9251,3,16
1784678894.756,real_q6xl_tensor_220w_mtp,2,100,11669,207.08,70,1800,9251,3,16
1784678894.756,real_q6xl_tensor_220w_mtp,3,100,11669,212.41,67,1785,9251,3,16
1784678895.332,real_q6xl_tensor_220w_mtp,0,100,11669,211.17,61,1845,9251,3,16
1784678895.332,real_q6xl_tensor_220w_mtp,1,76,11669,217.69,66,1755,9251,3,16
1784678895.332,real_q6xl_tensor_220w_mtp,2,100,11669,215.85,70,1815,9251,3,16
1784678895.332,real_q6xl_tensor_220w_mtp,3,100,11669,217.02,66,1785,9251,3,16
1784678895.951,real_q6xl_tensor_220w_mtp,0,65,11669,201.97,61,1845,9251,3,16
1784678895.951,real_q6xl_tensor_220w_mtp,1,76,11669,208.80,64,1785,9251,3,16
1784678895.951,real_q6xl_tensor_220w_mtp,2,100,11669,207.89,69,1815,9251,3,16
1784678895.951,real_q6xl_tensor_220w_mtp,3,58,11669,210.10,66,1800,9251,3,16
1784678896.551,real_q6xl_tensor_220w_mtp,0,65,11669,203.94,61,1845,9251,3,16
1784678896.551,real_q6xl_tensor_220w_mtp,1,100,11669,210.47,66,1770,9251,3,16
1784678896.551,real_q6xl_tensor_220w_mtp,2,100,11669,209.45,70,1800,9251,3,16
1784678896.551,real_q6xl_tensor_220w_mtp,3,58,11669,211.87,67,1785,9251,3,16
1784678897.127,real_q6xl_tensor_220w_mtp,0,76,11669,211.77,60,1830,9251,3,16
1784678897.127,real_q6xl_tensor_220w_mtp,1,100,11669,216.62,66,1755,9251,3,16
1784678897.127,real_q6xl_tensor_220w_mtp,2,76,11669,215.18,70,1800,9251,3,16
1784678897.127,real_q6xl_tensor_220w_mtp,3,76,11669,218.06,67,1770,9251,3,16
1784678897.705,real_q6xl_tensor_220w_mtp,0,76,11669,201.40,61,1845,9251,3,16
1784678897.705,real_q6xl_tensor_220w_mtp,1,64,11669,209.55,66,1770,9251,3,16
1784678897.705,real_q6xl_tensor_220w_mtp,2,44,11669,206.85,69,1800,9251,3,16
1784678897.705,real_q6xl_tensor_220w_mtp,3,63,11669,209.87,66,1785,9251,3,16
1784678898.281,real_q6xl_tensor_220w_mtp,0,100,11669,204.25,61,1845,9251,3,16
1784678898.281,real_q6xl_tensor_220w_mtp,1,100,11669,210.26,66,1770,9251,3,16
1784678898.281,real_q6xl_tensor_220w_mtp,2,76,11669,208.13,70,1800,9251,3,16
1784678898.281,real_q6xl_tensor_220w_mtp,3,100,11669,211.09,67,1770,9251,3,16
1784678898.862,real_q6xl_tensor_220w_mtp,0,100,11669,211.25,61,1845,9251,3,16
1784678898.862,real_q6xl_tensor_220w_mtp,1,76,11669,217.14,66,1725,9251,3,16
1784678898.862,real_q6xl_tensor_220w_mtp,2,100,11669,215.01,69,1815,9251,3,16
1784678898.862,real_q6xl_tensor_220w_mtp,3,100,11669,216.88,67,1740,9251,3,16
1784678899.438,real_q6xl_tensor_220w_mtp,0,65,11669,201.79,61,1845,9251,3,16
1784678899.438,real_q6xl_tensor_220w_mtp,1,76,11669,209.26,65,1755,9251,3,16
1784678899.438,real_q6xl_tensor_220w_mtp,2,100,11669,206.03,69,1800,9251,3,16
1784678899.438,real_q6xl_tensor_220w_mtp,3,58,11669,209.96,66,1800,9251,3,16
1784678900.035,real_q6xl_tensor_220w_mtp,0,65,11669,203.88,62,1830,9251,3,16
1784678900.035,real_q6xl_tensor_220w_mtp,1,100,11669,210.60,66,1770,9251,3,16
1784678900.035,real_q6xl_tensor_220w_mtp,2,100,11669,207.64,70,1785,9251,3,16
1784678900.035,real_q6xl_tensor_220w_mtp,3,58,11669,211.94,67,1770,9251,3,16
1784678900.611,real_q6xl_tensor_220w_mtp,0,76,11669,211.47,62,1845,9251,3,16
1784678900.611,real_q6xl_tensor_220w_mtp,1,100,11669,216.99,66,1725,9251,3,16
1784678900.611,real_q6xl_tensor_220w_mtp,2,100,11669,213.92,70,1800,9251,3,16
1784678900.611,real_q6xl_tensor_220w_mtp,3,74,11669,217.73,67,1755,9251,3,16
1784678901.205,real_q6xl_tensor_220w_mtp,0,76,11669,201.77,60,1845,9251,3,16
1784678901.205,real_q6xl_tensor_220w_mtp,1,34,11669,209.22,66,1770,9251,3,16
1784678901.205,real_q6xl_tensor_220w_mtp,2,45,11669,206.45,69,1800,9251,3,16
1784678901.205,real_q6xl_tensor_220w_mtp,3,36,11669,209.57,67,1785,9251,3,16
1784678901.800,real_q6xl_tensor_220w_mtp,0,100,11669,203.80,62,1845,9251,3,16
1784678901.800,real_q6xl_tensor_220w_mtp,1,34,11669,209.84,66,1740,9251,3,16
1784678901.800,real_q6xl_tensor_220w_mtp,2,45,11669,207.44,70,1815,9251,3,16
1784678901.800,real_q6xl_tensor_220w_mtp,3,100,11669,211.53,67,1770,9251,3,16
1784678902.401,real_q6xl_tensor_220w_mtp,0,100,11669,213.95,61,1830,9251,3,16
1784678902.401,real_q6xl_tensor_220w_mtp,1,74,11669,215.68,66,1725,9251,3,16
1784678902.401,real_q6xl_tensor_220w_mtp,2,75,11669,214.89,70,1815,9251,3,16
1784678902.401,real_q6xl_tensor_220w_mtp,3,100,11669,217.41,67,1755,9251,3,16
1784678902.976,real_q6xl_tensor_220w_mtp,0,100,11669,200.36,60,1845,9251,3,16
1784678902.976,real_q6xl_tensor_220w_mtp,1,74,11669,209.13,66,1755,9251,3,16
1784678902.976,real_q6xl_tensor_220w_mtp,2,75,11669,206.27,70,1800,9251,3,16
1784678902.976,real_q6xl_tensor_220w_mtp,3,21,11669,209.47,65,1800,9251,3,16
1784678903.571,real_q6xl_tensor_220w_mtp,0,100,11669,202.41,62,1845,9251,3,16
1784678903.571,real_q6xl_tensor_220w_mtp,1,100,11669,209.90,67,1740,9251,3,16
1784678903.571,real_q6xl_tensor_220w_mtp,2,100,11669,206.92,70,1800,9251,3,16
1784678903.571,real_q6xl_tensor_220w_mtp,3,21,11669,210.62,67,1770,9251,3,16
