t_unix,tag,index,utilization.gpu,memory.used,power.draw,temperature.gpu,clocks.sm,clocks.mem,pcie.link.gen.current,pcie.link.width.current
1784685944.266,real_q8_tensor_220w_ngram,0,34,11453,159.82,60,1935,9251,3,16
1784685944.266,real_q8_tensor_220w_ngram,1,43,11453,176.15,64,1905,9251,3,16
1784685944.266,real_q8_tensor_220w_ngram,2,42,11453,164.81,67,1905,9251,3,16
1784685944.266,real_q8_tensor_220w_ngram,3,24,11453,178.52,65,1920,9251,3,16
1784685944.859,real_q8_tensor_220w_ngram,0,41,11453,159.45,60,1935,9251,3,16
1784685944.859,real_q8_tensor_220w_ngram,1,45,11453,175.16,64,1905,9251,3,16
1784685944.859,real_q8_tensor_220w_ngram,2,44,11453,163.74,68,1905,9251,3,16
1784685944.859,real_q8_tensor_220w_ngram,3,37,11453,178.98,64,1935,9251,3,16
1784685945.435,real_q8_tensor_220w_ngram,0,47,11453,159.88,59,1935,9251,3,16
1784685945.435,real_q8_tensor_220w_ngram,1,45,11453,175.71,64,1905,9251,3,16
1784685945.435,real_q8_tensor_220w_ngram,2,44,11453,164.70,67,1905,9251,3,16
1784685945.435,real_q8_tensor_220w_ngram,3,37,11453,168.91,63,1710,9251,3,16
1784685946.029,real_q8_tensor_220w_ngram,0,25,11453,151.51,59,1935,9251,3,16
1784685946.029,real_q8_tensor_220w_ngram,1,36,11453,167.07,64,1905,9251,3,16
1784685946.029,real_q8_tensor_220w_ngram,2,32,11453,155.92,67,1905,9251,3,16
1784685946.029,real_q8_tensor_220w_ngram,3,34,11453,143.04,62,1710,9251,3,16
1784685946.628,real_q8_tensor_220w_ngram,0,33,11453,163.63,59,1935,9251,3,16
1784685946.628,real_q8_tensor_220w_ngram,1,34,11453,181.48,64,1875,9251,3,16
1784685946.628,real_q8_tensor_220w_ngram,2,25,11453,172.34,68,1905,9251,3,16
1784685946.628,real_q8_tensor_220w_ngram,3,25,11453,157.57,63,1905,9251,3,16
1784685947.198,real_q8_tensor_220w_ngram,0,42,11453,172.67,59,1935,9251,3,16
1784685947.198,real_q8_tensor_220w_ngram,1,19,11453,179.67,65,1905,9251,3,16
1784685947.198,real_q8_tensor_220w_ngram,2,21,11453,171.42,68,1905,9251,3,16
1784685947.198,real_q8_tensor_220w_ngram,3,38,11453,183.08,64,1935,9251,3,16
1784685947.794,real_q8_tensor_220w_ngram,0,42,11453,159.94,60,1935,9251,3,16
1784685947.794,real_q8_tensor_220w_ngram,1,19,11453,175.10,64,1905,9251,3,16
1784685947.794,real_q8_tensor_220w_ngram,2,21,11453,164.71,68,1905,9251,3,16
1784685947.794,real_q8_tensor_220w_ngram,3,38,11453,179.15,64,1845,9251,3,16
1784685948.358,real_q8_tensor_220w_ngram,0,42,11453,160.24,59,1935,9251,3,16
1784685948.358,real_q8_tensor_220w_ngram,1,29,11453,178.22,64,1905,9251,3,16
1784685948.358,real_q8_tensor_220w_ngram,2,28,11453,167.34,68,1905,9251,3,16
1784685948.358,real_q8_tensor_220w_ngram,3,38,11453,177.31,64,1935,9251,3,16
1784685948.926,real_q8_tensor_220w_ngram,0,34,11453,159.90,59,1935,9251,3,16
1784685948.926,real_q8_tensor_220w_ngram,1,29,11453,176.98,63,1905,9251,3,16
1784685948.926,real_q8_tensor_220w_ngram,2,35,11453,166.42,67,1905,9251,3,16
1784685948.926,real_q8_tensor_220w_ngram,3,38,11453,175.89,64,1935,9251,3,16
1784685949.500,real_q8_tensor_220w_ngram,0,39,11453,165.70,59,1935,9251,3,16
1784685949.500,real_q8_tensor_220w_ngram,1,25,11453,181.01,64,1905,9251,3,16
1784685949.500,real_q8_tensor_220w_ngram,2,35,11453,174.90,67,1905,9251,3,16
1784685949.500,real_q8_tensor_220w_ngram,3,31,11453,182.01,64,1935,9251,3,16
1784685950.067,real_q8_tensor_220w_ngram,0,39,11453,162.46,59,1935,9251,3,16
1784685950.067,real_q8_tensor_220w_ngram,1,25,11453,180.26,63,1905,9251,3,16
1784685950.067,real_q8_tensor_220w_ngram,2,33,11453,171.20,67,1905,9251,3,16
1784685950.067,real_q8_tensor_220w_ngram,3,31,11453,178.20,64,1935,9251,3,16
1784685950.657,real_q8_tensor_220w_ngram,0,15,11453,152.92,59,1935,9251,3,16
1784685950.657,real_q8_tensor_220w_ngram,1,29,11453,171.42,63,1905,9251,3,16
1784685950.657,real_q8_tensor_220w_ngram,2,33,11453,160.02,67,1905,9251,3,16
1784685950.657,real_q8_tensor_220w_ngram,3,12,11453,172.40,64,1935,9251,3,16
1784685951.226,real_q8_tensor_220w_ngram,0,15,11453,162.59,59,1935,9251,3,16
1784685951.226,real_q8_tensor_220w_ngram,1,29,11453,179.99,64,1905,9251,3,16
1784685951.226,real_q8_tensor_220w_ngram,2,24,11453,170.21,67,1905,9251,3,16
1784685951.226,real_q8_tensor_220w_ngram,3,12,11453,177.95,64,1935,9251,3,16
1784685951.794,real_q8_tensor_220w_ngram,0,40,11453,168.30,59,1935,9251,3,16
1784685951.794,real_q8_tensor_220w_ngram,1,30,11453,181.72,64,1905,9251,3,16
1784685951.794,real_q8_tensor_220w_ngram,2,24,11453,172.54,67,1905,9251,3,16
1784685951.794,real_q8_tensor_220w_ngram,3,33,11453,183.21,65,1935,9251,3,16
1784685952.358,real_q8_tensor_220w_ngram,0,75,11453,168.00,59,1935,9251,3,16
1784685952.358,real_q8_tensor_220w_ngram,1,61,11453,181.77,64,1905,9251,3,16
1784685952.358,real_q8_tensor_220w_ngram,2,29,11453,171.99,68,1905,9251,3,16
1784685952.358,real_q8_tensor_220w_ngram,3,54,11453,183.83,64,1935,9251,3,16
1784685952.952,real_q8_tensor_220w_ngram,0,95,11453,167.73,60,1815,9251,3,16
1784685952.952,real_q8_tensor_220w_ngram,1,87,11453,180.10,65,1710,9251,3,16
1784685952.952,real_q8_tensor_220w_ngram,2,29,11453,170.38,68,1755,9251,3,16
1784685952.952,real_q8_tensor_220w_ngram,3,94,11453,183.72,65,1740,9251,3,16
1784685953.552,real_q8_tensor_220w_ngram,0,95,11453,173.01,60,1815,9251,3,16
1784685953.552,real_q8_tensor_220w_ngram,1,87,11453,185.30,64,1695,9251,3,16
1784685953.552,real_q8_tensor_220w_ngram,2,35,11453,176.77,67,1905,9251,3,16
1784685953.552,real_q8_tensor_220w_ngram,3,94,11453,187.34,65,1740,9251,3,16
1784685954.152,real_q8_tensor_220w_ngram,0,82,11453,177.89,59,1815,9251,3,16
1784685954.152,real_q8_tensor_220w_ngram,1,57,11453,189.90,65,1710,9251,3,16
1784685954.152,real_q8_tensor_220w_ngram,2,35,11453,181.93,68,1770,9251,3,16
1784685954.152,real_q8_tensor_220w_ngram,3,79,11453,190.74,65,1740,9251,3,16
1784685954.730,real_q8_tensor_220w_ngram,0,82,11453,181.92,60,1815,9251,3,16
1784685954.730,real_q8_tensor_220w_ngram,1,57,11453,193.57,65,1710,9251,3,16
1784685954.730,real_q8_tensor_220w_ngram,2,94,11453,186.31,69,1755,9251,3,16
1784685954.730,real_q8_tensor_220w_ngram,3,79,11453,190.74,65,1740,9251,3,16
1784685955.321,real_q8_tensor_220w_ngram,0,18,11453,187.40,60,1935,9251,3,16
1784685955.321,real_q8_tensor_220w_ngram,1,28,11453,193.74,64,1905,9251,3,16
1784685955.321,real_q8_tensor_220w_ngram,2,94,11453,187.82,68,1905,9251,3,16
1784685955.321,real_q8_tensor_220w_ngram,3,19,11453,193.96,65,1935,9251,3,16
1784685955.891,real_q8_tensor_220w_ngram,0,24,11453,174.12,59,1935,9251,3,16
1784685955.891,real_q8_tensor_220w_ngram,1,36,11453,188.50,63,1905,9251,3,16
1784685955.891,real_q8_tensor_220w_ngram,2,48,11453,181.37,67,1905,9251,3,16
1784685955.891,real_q8_tensor_220w_ngram,3,31,11453,186.48,64,1935,9251,3,16
1784685956.498,real_q8_tensor_220w_ngram,0,42,11453,159.91,59,1935,9251,3,16
1784685956.498,real_q8_tensor_220w_ngram,1,43,11453,175.63,64,1905,9251,3,16
1784685956.498,real_q8_tensor_220w_ngram,2,48,11453,160.35,67,1905,9251,3,16
1784685956.498,real_q8_tensor_220w_ngram,3,34,11453,176.49,64,1905,9251,3,16
1784685957.063,real_q8_tensor_220w_ngram,0,42,11453,154.98,58,1935,9251,3,16
1784685957.063,real_q8_tensor_220w_ngram,1,43,11453,173.15,63,1905,9251,3,16
1784685957.063,real_q8_tensor_220w_ngram,2,24,11453,162.18,67,1905,9251,3,16
1784685957.063,real_q8_tensor_220w_ngram,3,34,11453,173.74,64,1935,9251,3,16
1784685957.648,real_q8_tensor_220w_ngram,0,34,11453,155.73,59,1815,9251,3,16
1784685957.648,real_q8_tensor_220w_ngram,1,55,11453,174.52,65,1725,9251,3,16
1784685957.648,real_q8_tensor_220w_ngram,2,24,11453,162.90,68,1785,9251,3,16
1784685957.648,real_q8_tensor_220w_ngram,3,55,11453,173.49,64,1740,9251,3,16
1784685958.213,real_q8_tensor_220w_ngram,0,34,11453,154.66,59,1935,9251,3,16
1784685958.213,real_q8_tensor_220w_ngram,1,55,11453,167.83,63,1875,9251,3,16
1784685958.213,real_q8_tensor_220w_ngram,2,35,11453,161.11,67,1890,9251,3,16
1784685958.213,real_q8_tensor_220w_ngram,3,55,11453,173.79,64,1920,9251,3,16
1784685958.800,real_q8_tensor_220w_ngram,0,95,11453,162.02,60,1815,9251,3,16
1784685958.800,real_q8_tensor_220w_ngram,1,95,11453,174.50,64,1725,9251,3,16
1784685958.800,real_q8_tensor_220w_ngram,2,35,11453,173.08,68,1770,9251,3,16
1784685958.800,real_q8_tensor_220w_ngram,3,94,11453,179.91,65,1740,9251,3,16
1784685959.367,real_q8_tensor_220w_ngram,0,22,11453,160.69,59,1935,9251,3,16
1784685959.367,real_q8_tensor_220w_ngram,1,28,11453,174.71,63,1905,9251,3,16
1784685959.367,real_q8_tensor_220w_ngram,2,28,11453,169.12,67,1905,9251,3,16
1784685959.367,real_q8_tensor_220w_ngram,3,16,11453,177.96,64,1935,9251,3,16
1784685959.968,real_q8_tensor_220w_ngram,0,29,11453,158.09,58,1935,9251,3,16
1784685959.968,real_q8_tensor_220w_ngram,1,43,11453,174.21,64,1905,9251,3,16
1784685959.968,real_q8_tensor_220w_ngram,2,28,11453,164.13,67,1905,9251,3,16
1784685959.968,real_q8_tensor_220w_ngram,3,19,11453,175.65,63,1935,9251,3,16
1784685960.561,real_q8_tensor_220w_ngram,0,29,11453,156.01,59,1935,9251,3,16
1784685960.561,real_q8_tensor_220w_ngram,1,43,11453,177.36,64,1905,9251,3,16
1784685960.561,real_q8_tensor_220w_ngram,2,24,11453,167.60,67,1905,9251,3,16
1784685960.561,real_q8_tensor_220w_ngram,3,19,11453,173.35,64,1935,9251,3,16
1784685961.150,real_q8_tensor_220w_ngram,0,26,11453,161.16,60,1935,9251,3,16
1784685961.150,real_q8_tensor_220w_ngram,1,51,11453,181.24,64,1905,9251,3,16
1784685961.150,real_q8_tensor_220w_ngram,2,24,11453,171.35,67,1905,9251,3,16
1784685961.150,real_q8_tensor_220w_ngram,3,27,11453,179.41,65,1935,9251,3,16
1784685961.735,real_q8_tensor_220w_ngram,0,26,11453,175.33,59,1935,9251,3,16
1784685961.735,real_q8_tensor_220w_ngram,1,51,11453,187.72,64,1905,9251,3,16
1784685961.735,real_q8_tensor_220w_ngram,2,27,11453,179.45,68,1905,9251,3,16
1784685961.735,real_q8_tensor_220w_ngram,3,27,11453,189.45,64,1920,9251,3,16
1784685962.303,real_q8_tensor_220w_ngram,0,40,11453,165.75,59,1935,9251,3,16
1784685962.303,real_q8_tensor_220w_ngram,1,46,11453,180.65,64,1905,9251,3,16
1784685962.303,real_q8_tensor_220w_ngram,2,27,11453,171.12,67,1905,9251,3,16
1784685962.303,real_q8_tensor_220w_ngram,3,32,11453,182.37,64,1935,9251,3,16
1784685962.893,real_q8_tensor_220w_ngram,0,30,11453,150.90,59,1935,9251,3,16
1784685962.893,real_q8_tensor_220w_ngram,1,35,11453,170.05,63,1905,9251,3,16
1784685962.893,real_q8_tensor_220w_ngram,2,26,11453,158.56,66,1905,9251,3,16
1784685962.893,real_q8_tensor_220w_ngram,3,36,11453,171.96,64,1935,9251,3,16
1784685963.464,real_q8_tensor_220w_ngram,0,67,11453,163.15,60,1905,9251,3,16
1784685963.464,real_q8_tensor_220w_ngram,1,94,11453,179.03,64,1875,9251,3,16
1784685963.464,real_q8_tensor_220w_ngram,2,26,11453,168.86,68,1875,9251,3,16
1784685963.464,real_q8_tensor_220w_ngram,3,59,11453,180.66,65,1875,9251,3,16
1784685964.029,real_q8_tensor_220w_ngram,0,67,11453,166.95,58,1935,9251,3,16
1784685964.029,real_q8_tensor_220w_ngram,1,94,11453,181.24,64,1905,9251,3,16
1784685964.029,real_q8_tensor_220w_ngram,2,13,11453,171.96,67,1905,9251,3,16
1784685964.029,real_q8_tensor_220w_ngram,3,59,11453,182.10,63,1935,9251,3,16
1784685964.619,real_q8_tensor_220w_ngram,0,25,11453,154.33,58,1935,9251,3,16
1784685964.619,real_q8_tensor_220w_ngram,1,40,11453,175.35,64,1905,9251,3,16
1784685964.619,real_q8_tensor_220w_ngram,2,13,11453,164.20,67,1905,9251,3,16
1784685964.619,real_q8_tensor_220w_ngram,3,23,11453,178.87,64,1935,9251,3,16
1784685965.213,real_q8_tensor_220w_ngram,0,25,11453,157.25,58,1935,9251,3,16
1784685965.213,real_q8_tensor_220w_ngram,1,40,11453,175.39,63,1905,9251,3,16
1784685965.213,real_q8_tensor_220w_ngram,2,13,11453,164.40,66,1905,9251,3,16
1784685965.213,real_q8_tensor_220w_ngram,3,23,11453,174.71,63,1935,9251,3,16
1784685965.838,real_q8_tensor_220w_ngram,0,38,11453,173.24,59,1935,9251,3,16
1784685965.838,real_q8_tensor_220w_ngram,1,43,11453,183.86,64,1905,9251,3,16
1784685965.838,real_q8_tensor_220w_ngram,2,13,11453,176.53,67,1905,9251,3,16
1784685965.838,real_q8_tensor_220w_ngram,3,29,11453,184.05,64,1920,9251,3,16
1784685966.404,real_q8_tensor_220w_ngram,0,87,11453,186.85,59,1935,9251,3,16
1784685966.404,real_q8_tensor_220w_ngram,1,89,11453,198.35,64,1875,9251,3,16
1784685966.404,real_q8_tensor_220w_ngram,2,31,11453,192.86,68,1905,9251,3,16
1784685966.404,real_q8_tensor_220w_ngram,3,67,11453,196.87,64,1890,9251,3,16
1784685966.975,real_q8_tensor_220w_ngram,0,16,11453,171.82,58,1935,9251,3,16
1784685966.975,real_q8_tensor_220w_ngram,1,35,11453,185.64,63,1905,9251,3,16
1784685966.975,real_q8_tensor_220w_ngram,2,64,11453,177.81,67,1905,9251,3,16
1784685966.975,real_q8_tensor_220w_ngram,3,15,11453,187.02,64,1935,9251,3,16
1784685967.543,real_q8_tensor_220w_ngram,0,16,11453,182.73,60,1890,9251,3,16
1784685967.543,real_q8_tensor_220w_ngram,1,35,11453,191.91,65,1815,9251,3,16
1784685967.543,real_q8_tensor_220w_ngram,2,100,11453,185.51,69,1860,9251,3,16
1784685967.543,real_q8_tensor_220w_ngram,3,15,11453,195.75,65,1845,9251,3,16
1784685968.119,real_q8_tensor_220w_ngram,0,100,11453,205.53,61,1920,9251,3,16
1784685968.119,real_q8_tensor_220w_ngram,1,82,11453,212.32,66,1800,9251,3,16
1784685968.119,real_q8_tensor_220w_ngram,2,100,11453,209.63,69,1875,9251,3,16
1784685968.119,real_q8_tensor_220w_ngram,3,100,11453,211.87,66,1890,9251,3,16
1784685968.695,real_q8_tensor_220w_ngram,0,100,11453,213.57,61,1875,9251,3,16
1784685968.695,real_q8_tensor_220w_ngram,1,82,11453,217.44,65,1800,9251,3,16
1784685968.695,real_q8_tensor_220w_ngram,2,100,11453,215.52,70,1830,9251,3,16
1784685968.695,real_q8_tensor_220w_ngram,3,100,11453,217.06,66,1830,9251,3,16
1784685969.294,real_q8_tensor_220w_ngram,0,82,11455,213.65,61,1890,9251,3,16
1784685969.294,real_q8_tensor_220w_ngram,1,86,11455,217.41,65,1815,9251,3,16
1784685969.294,real_q8_tensor_220w_ngram,2,100,11455,215.16,69,1830,9251,3,16
1784685969.294,real_q8_tensor_220w_ngram,3,82,11455,217.02,66,1830,9251,3,16
1784685969.869,real_q8_tensor_220w_ngram,0,100,11455,213.61,61,1890,9251,3,16
1784685969.869,real_q8_tensor_220w_ngram,1,90,11455,216.90,66,1815,9251,3,16
1784685969.869,real_q8_tensor_220w_ngram,2,100,11455,215.22,70,1845,9251,3,16
1784685969.869,real_q8_tensor_220w_ngram,3,90,11455,217.16,66,1815,9251,3,16
1784685970.447,real_q8_tensor_220w_ngram,0,100,11455,199.77,61,1875,9251,3,16
1784685970.447,real_q8_tensor_220w_ngram,1,100,11455,206.12,66,1800,9251,3,16
1784685970.447,real_q8_tensor_220w_ngram,2,100,11455,202.66,69,1845,9251,3,16
1784685970.447,real_q8_tensor_220w_ngram,3,100,11455,206.32,66,1830,9251,3,16
1784685971.023,real_q8_tensor_220w_ngram,0,100,11455,176.11,59,1935,9251,3,16
1784685971.023,real_q8_tensor_220w_ngram,1,100,11455,188.37,65,1905,9251,3,16
1784685971.023,real_q8_tensor_220w_ngram,2,34,11455,181.10,68,1905,9251,3,16
1784685971.023,real_q8_tensor_220w_ngram,3,100,11455,187.92,64,1935,9251,3,16
1784685971.614,real_q8_tensor_220w_ngram,0,43,11455,158.40,59,1815,9251,3,16
1784685971.614,real_q8_tensor_220w_ngram,1,66,11455,177.06,65,1710,9251,3,16
1784685971.614,real_q8_tensor_220w_ngram,2,34,11455,166.17,68,1755,9251,3,16
1784685971.614,real_q8_tensor_220w_ngram,3,30,11455,175.19,65,1740,9251,3,16
1784685972.202,real_q8_tensor_220w_ngram,0,43,11455,155.26,59,1935,9251,3,16
1784685972.202,real_q8_tensor_220w_ngram,1,66,11455,174.45,64,1905,9251,3,16
1784685972.202,real_q8_tensor_220w_ngram,2,44,11455,163.45,67,1905,9251,3,16
1784685972.202,real_q8_tensor_220w_ngram,3,30,11455,174.75,64,1935,9251,3,16
1784685972.778,real_q8_tensor_220w_ngram,0,55,11455,162.12,59,1935,9251,3,16
1784685972.778,real_q8_tensor_220w_ngram,1,74,11455,180.69,64,1905,9251,3,16
1784685972.778,real_q8_tensor_220w_ngram,2,44,11455,169.91,68,1890,9251,3,16
1784685972.778,real_q8_tensor_220w_ngram,3,46,11455,178.04,64,1935,9251,3,16
1784685973.364,real_q8_tensor_220w_ngram,0,55,11455,160.92,59,1935,9251,3,16
1784685973.364,real_q8_tensor_220w_ngram,1,47,11455,180.56,63,1905,9251,3,16
1784685973.364,real_q8_tensor_220w_ngram,2,49,11455,171.55,67,1905,9251,3,16
1784685973.364,real_q8_tensor_220w_ngram,3,26,11455,176.32,64,1935,9251,3,16
1784685973.930,real_q8_tensor_220w_ngram,0,25,11455,156.71,59,1935,9251,3,16
1784685973.930,real_q8_tensor_220w_ngram,1,36,11455,172.40,63,1905,9251,3,16
1784685973.930,real_q8_tensor_220w_ngram,2,49,11455,162.50,67,1905,9251,3,16
1784685973.930,real_q8_tensor_220w_ngram,3,30,11455,174.88,64,1920,9251,3,16
1784685974.497,real_q8_tensor_220w_ngram,0,25,11455,163.02,59,1920,9251,3,16
1784685974.497,real_q8_tensor_220w_ngram,1,36,11455,179.28,64,1815,9251,3,16
1784685974.497,real_q8_tensor_220w_ngram,2,35,11455,169.29,67,1905,9251,3,16
1784685974.497,real_q8_tensor_220w_ngram,3,30,11455,177.28,64,1890,9251,3,16
1784685975.064,real_q8_tensor_220w_ngram,0,27,11455,155.79,58,1935,9251,3,16
1784685975.064,real_q8_tensor_220w_ngram,1,16,11455,172.42,63,1905,9251,3,16
1784685975.064,real_q8_tensor_220w_ngram,2,35,11455,161.06,66,1905,9251,3,16
1784685975.064,real_q8_tensor_220w_ngram,3,19,11455,172.07,63,1935,9251,3,16
1784685975.630,real_q8_tensor_220w_ngram,0,27,11455,145.87,59,1935,9251,3,16
1784685975.630,real_q8_tensor_220w_ngram,1,16,11455,164.57,63,1905,9251,3,16
1784685975.630,real_q8_tensor_220w_ngram,2,28,11455,152.47,66,1905,9251,3,16
1784685975.630,real_q8_tensor_220w_ngram,3,19,11455,166.91,64,1935,9251,3,16
1784685976.195,real_q8_tensor_220w_ngram,0,94,11455,162.84,60,1815,9251,3,16
1784685976.195,real_q8_tensor_220w_ngram,1,94,11455,181.32,65,1725,9251,3,16
1784685976.195,real_q8_tensor_220w_ngram,2,28,11455,171.98,68,1770,9251,3,16
1784685976.195,real_q8_tensor_220w_ngram,3,94,11455,180.76,65,1740,9251,3,16
1784685976.795,real_q8_tensor_220w_ngram,0,94,11455,180.63,59,1935,9251,3,16
1784685976.795,real_q8_tensor_220w_ngram,1,94,11455,190.60,64,1905,9251,3,16
1784685976.795,real_q8_tensor_220w_ngram,2,30,11455,184.48,67,1905,9251,3,16
1784685976.795,real_q8_tensor_220w_ngram,3,94,11455,192.54,64,1935,9251,3,16
1784685977.362,real_q8_tensor_220w_ngram,0,24,11455,155.54,58,1935,9251,3,16
1784685977.362,real_q8_tensor_220w_ngram,1,26,11455,174.55,63,1905,9251,3,16
1784685977.362,real_q8_tensor_220w_ngram,2,28,11455,165.21,67,1905,9251,3,16
1784685977.362,real_q8_tensor_220w_ngram,3,16,11455,171.32,64,1935,9251,3,16
1784685977.934,real_q8_tensor_220w_ngram,0,24,11455,151.67,58,1935,9251,3,16
1784685977.934,real_q8_tensor_220w_ngram,1,26,11455,169.49,64,1890,9251,3,16
1784685977.934,real_q8_tensor_220w_ngram,2,26,11455,159.40,67,1905,9251,3,16
1784685977.934,real_q8_tensor_220w_ngram,3,16,11455,169.89,63,1935,9251,3,16
1784685978.539,real_q8_tensor_220w_ngram,0,32,11455,156.49,58,1935,9251,3,16
1784685978.539,real_q8_tensor_220w_ngram,1,26,11455,177.05,63,1905,9251,3,16
1784685978.539,real_q8_tensor_220w_ngram,2,29,11455,166.71,67,1905,9251,3,16
1784685978.539,real_q8_tensor_220w_ngram,3,30,11455,173.41,64,1935,9251,3,16
1784685979.128,real_q8_tensor_220w_ngram,0,32,11455,167.34,60,1845,9251,3,16
1784685979.128,real_q8_tensor_220w_ngram,1,26,11455,181.50,65,1770,9251,3,16
1784685979.128,real_q8_tensor_220w_ngram,2,80,11455,170.85,68,1770,9251,3,16
1784685979.128,real_q8_tensor_220w_ngram,3,30,11455,184.08,65,1755,9251,3,16
1784685979.737,real_q8_tensor_220w_ngram,0,31,11455,161.96,58,1935,9251,3,16
1784685979.737,real_q8_tensor_220w_ngram,1,42,11455,182.20,63,1905,9251,3,16
1784685979.737,real_q8_tensor_220w_ngram,2,80,11455,165.79,67,1905,9251,3,16
1784685979.737,real_q8_tensor_220w_ngram,3,22,11455,176.87,64,1935,9251,3,16
1784685980.370,real_q8_tensor_220w_ngram,0,29,11455,149.69,58,1935,9251,3,16
1784685980.370,real_q8_tensor_220w_ngram,1,38,11455,169.13,63,1905,9251,3,16
1784685980.370,real_q8_tensor_220w_ngram,2,32,11455,157.24,67,1905,9251,3,16
1784685980.370,real_q8_tensor_220w_ngram,3,23,11455,168.90,64,1935,9251,3,16
1784685980.978,real_q8_tensor_220w_ngram,0,18,11455,145.81,58,1935,9251,3,16
1784685980.978,real_q8_tensor_220w_ngram,1,19,11455,165.14,63,1905,9251,3,16
1784685980.978,real_q8_tensor_220w_ngram,2,32,11455,152.81,66,1905,9251,3,16
1784685980.978,real_q8_tensor_220w_ngram,3,11,11455,166.18,63,1710,9251,3,16
1784685981.575,real_q8_tensor_220w_ngram,0,18,11455,132.19,57,1710,9251,3,16
1784685981.575,real_q8_tensor_220w_ngram,1,19,11455,161.01,63,1710,9251,3,16
1784685981.575,real_q8_tensor_220w_ngram,2,20,11455,136.55,65,1710,9251,3,16
1784685981.575,real_q8_tensor_220w_ngram,3,11,11455,145.92,62,1710,9251,3,16
1784685982.190,real_q8_tensor_220w_ngram,0,28,11455,122.68,57,1710,9251,3,16
1784685982.190,real_q8_tensor_220w_ngram,1,22,11455,151.48,62,1710,9251,3,16
1784685982.190,real_q8_tensor_220w_ngram,2,20,11455,127.40,65,1710,9251,3,16
1784685982.190,real_q8_tensor_220w_ngram,3,23,11455,135.62,61,1710,9251,3,16
1784685982.757,real_q8_tensor_220w_ngram,0,28,11455,119.82,56,1710,9251,3,16
1784685982.757,real_q8_tensor_220w_ngram,1,22,11455,134.75,61,1710,9251,3,16
1784685982.757,real_q8_tensor_220w_ngram,2,18,11455,124.86,65,1710,9251,3,16
1784685982.757,real_q8_tensor_220w_ngram,3,23,11455,132.46,61,1710,9251,3,16
1784685983.383,real_q8_tensor_220w_ngram,0,31,11455,117.10,56,1710,9251,3,16
1784685983.383,real_q8_tensor_220w_ngram,1,49,11455,134.41,61,1710,9251,3,16
1784685983.383,real_q8_tensor_220w_ngram,2,18,11455,124.45,64,1710,9251,3,16
1784685983.383,real_q8_tensor_220w_ngram,3,19,11455,129.44,61,1710,9251,3,16
1784685983.955,real_q8_tensor_220w_ngram,0,31,11455,120.24,57,1710,9251,3,16
